586,0
583,1007
581,2018
581,3028
579,4039
585,5050
576,6061
573,7071
572,8082
568,9093
566,10102
564,11115
567,12127
582,13138
573,14150
570,15162
566,16174
565,17185
563,18197
561,19209
560,20220
559,21232
559,22244
559,23256
559,24267
559,25279
559,26291
559,27302
559,28314
559,29326
560,30338
560,31349
561,32361
561,33373
561,34384
562,35396
563,36408
563,37420
562,38431
563,39443
563,40455
564,41466
564,42478
564,43490
564,44502
564,45513
564,46525
564,47537
565,48548
565,49560
565,50572
565,51584
565,52595
566,53607
566,54619
566,55630
566,56642
567,57654
567,58665
567,59678
568,60690
568,61702
568,62713
568,63725
569,64737
569,65748
569,66760
570,67772
570,68784
570,69795
571,70807
571,71819
571,72830
571,73842
571,74854
572,75866
572,76877
572,77889
572,78901
573,79912
573,80924
573,81936
573,82948
574,83959
574,84971
574,85983
574,86994
575,88006
575,89018
575,90030
575,91041
576,92053
576,93065
576,94076
576,95088
577,96100
577,97112
577,98123
577,99135
577,100147
577,101159
578,102172
578,103185
641,104199
656,105211
656,106224
656,107237
655,108250
655,109262
656,110275
656,111288
656,112301
656,113313
656,114326
