354,0
354,1007
356,2018
358,3028
359,4039
353,5050
345,6061
341,7071
336,8082
334,9093
336,10102
339,11115
342,12127
343,13138
346,14150
348,15162
349,16174
348,17185
334,18197
319,19209
314,20220
316,21232
308,22244
319,23256
321,24267
326,25279
326,26291
311,27302
306,28314
309,29326
314,30338
305,31349
297,32361
290,33373
288,34384
277,35396
271,36408
272,37420
272,38431
270,39443
273,40455
280,41466
284,42478
285,43490
284,44502
268,45513
254,46525
239,47537
236,48548
235,49560
235,50572
229,51584
228,52595
235,53607
239,54619
240,55630
244,56642
248,57654
250,58665
253,59678
242,60690
233,61702
229,62713
231,63725
236,64737
242,65748
244,66760
245,67772
247,68784
245,69795
233,70807
224,71819
227,72830
232,73842
236,74854
239,75866
238,76877
229,77889
219,78901
219,79912
224,80924
227,81936
218,82948
214,83959
218,84971
223,85983
222,86994
222,88006
223,89018
215,90030
213,91041
216,92053
218,93065
220,94076
223,95088
225,96100
223,97112
222,98123
223,99135
226,100147
227,101159
227,102172
228,103185
228,104199
230,105211
228,106224
230,107237
231,108250
233,109262
234,110275
235,111288
236,112301
238,113313
239,114326
240,115339
241,116352
242,117364
243,118377
243,119390
244,120402
245,121415
246,122428
247,123441
248,124454
249,125467
249,126480
249,127493
251,128505
248,129518
246,130531
243,131544
239,132556
241,133569
243,134582
244,135595
245,136607
243,137620
245,138633
246,139645
247,140658
249,141671
250,142684
250,143697
250,144710
250,145723
251,146736
252,147748
253,148761
254,149774
255,150787
258,151799
260,152812
261,153825
263,154838
265,155850
268,156863
266,157876
263,158888
270,159901
271,160914
272,161927
273,162940
274,163953
276,164966
276,165979
273,166991
274,168004
276,169017
279,170030
280,171042
283,172055
285,173068
287,174081
289,175093
290,176106
291,177119
292,178131
293,179144
294,180157
295,181170
294,182182
291,183196
290,184209
287,185222
286,186234
288,187247
289,188260
292,189273
298,190285
299,191298
302,192311
302,193324
304,194336
306,195349
308,196362
311,197374
310,198387
313,199400
316,200413
317,201425
320,202438
319,203452
324,204465
324,205477
325,206490
327,207503
328,208516
329,209528
328,210541
328,211554
328,212567
323,213579
321,214592
321,215605
326,216617
330,217630
332,218643
333,219656
335,220668
337,221681
340,222694
339,223708
340,224720
339,225733
342,226746
343,227759
342,228771
340,229784
333,230797
332,231810
335,232822
338,233835
340,234848
340,235860
343,236873
345,237886
346,238899
348,239911
349,240924
351,241937
353,242950
355,243963
357,244976
358,245989
360,247002
361,248014
360,249027
352,250040
347,251053
345,252065
347,253078
350,254091
352,255104
353,256116
355,257129
357,258142
358,259154
360,260167
361,261180
363,262193
364,263205
366,264219
368,265232
369,266245
371,267257
372,268270
374,269283
376,270296
377,271308
379,272321
380,273334
381,274347
383,275359
384,276372
385,277385
387,278397
388,279410
390,280423
390,281436
382,282448
376,283462
374,284475
375,285488
371,286500
370,287513
370,288526
371,289539
374,290551
373,291564
368,292577
355,293590
338,294602
335,295615
338,296628
343,297640
346,298653
347,299666
350,300679
351,301691
353,302704
356,303718
356,304731
355,305743
351,306756
349,307769
351,308782
353,309794
352,310807
340,311820
334,312833
331,313845
331,314858
326,315871
310,316883
304,317896
303,318909
306,319922
293,320934
265,321947
253,322961
240,323974
229,324986
220,325999
225,327012
233,328025
228,329037
213,330050
204,331063
196,332076
196,333088
193,334101
191,335114
179,336126
172,337139
173,338152
169,339165
168,340177
164,341190
161,342204
154,343217
159,344229
168,345242
178,346255
184,347268
188,348280
188,349293
189,350306
188,351319
167,352331
158,353344
148,354357
148,355369
157,356382
167,357395
171,358408
